Distances between estimated and original density matrices using various distances:

Number of purity values tried = 2000
Number of density matrices per purity parameter = 500
Total number of measurements for each of X, Y and Z = 500

PURITY, 	OPERATOR, 	TRACE, 		FIDELITY, 	NON PHYSICAL
0.09300,	0.12942,	0.18303, 	0.17792, 	0.00000
0.09350,	0.13173,	0.18629, 	0.18054, 	0.00000
0.09400,	0.13014,	0.18404, 	0.17851, 	0.00000
0.09450,	0.13150,	0.18597, 	0.17991, 	0.00000
0.09500,	0.13326,	0.18846, 	0.18175, 	0.00000
0.09550,	0.13260,	0.18752, 	0.18062, 	0.00000
0.09600,	0.13549,	0.19161, 	0.18407, 	0.00000
0.09650,	0.13020,	0.18413, 	0.17706, 	0.00000
0.09700,	0.13455,	0.19028, 	0.18248, 	0.00000
0.09750,	0.13632,	0.19279, 	0.18419, 	0.00000
0.09800,	0.13315,	0.18831, 	0.18023, 	0.00000
0.09850,	0.13302,	0.18812, 	0.17952, 	0.00000
0.09900,	0.13450,	0.19022, 	0.18134, 	0.00000
0.09950,	0.13286,	0.18790, 	0.17886, 	0.00000
0.10000,	0.13758,	0.19457, 	0.18459, 	0.00000
0.10050,	0.13618,	0.19259, 	0.18295, 	0.00000
0.10100,	0.13660,	0.19318, 	0.18295, 	0.00000
0.10150,	0.13682,	0.19349, 	0.18303, 	0.00000
0.10200,	0.13560,	0.19176, 	0.18136, 	0.00000
0.10250,	0.13782,	0.19491, 	0.18377, 	0.00000
0.10300,	0.13655,	0.19311, 	0.18202, 	0.00000
0.10350,	0.13879,	0.19628, 	0.18443, 	0.00000
0.10400,	0.14065,	0.19892, 	0.18671, 	0.00000
0.10450,	0.14199,	0.20081, 	0.18815, 	0.00000
0.10500,	0.14092,	0.19929, 	0.18659, 	0.00000
0.10550,	0.14092,	0.19929, 	0.18591, 	0.00000
0.10600,	0.14043,	0.19860, 	0.18532, 	0.00000
0.10650,	0.14311,	0.20238, 	0.18831, 	0.00000
0.10700,	0.14067,	0.19894, 	0.18511, 	0.00000
0.10750,	0.14316,	0.20245, 	0.18817, 	0.00000
0.10800,	0.14152,	0.20014, 	0.18571, 	0.00000
0.10850,	0.14262,	0.20170, 	0.18705, 	0.00000
0.10900,	0.14599,	0.20646, 	0.19051, 	0.00000
0.10950,	0.14409,	0.20377, 	0.18819, 	0.00000
0.11000,	0.14512,	0.20523, 	0.18917, 	0.00000
0.11050,	0.14337,	0.20276, 	0.18698, 	0.00000
0.11100,	0.14649,	0.20717, 	0.19024, 	0.00000
0.11150,	0.14249,	0.20151, 	0.18553, 	0.00000
0.11200,	0.14581,	0.20621, 	0.18918, 	0.00000
0.11250,	0.14405,	0.20372, 	0.18682, 	0.00000
0.11300,	0.14697,	0.20784, 	0.19003, 	0.00000
0.11350,	0.14857,	0.21011, 	0.19161, 	0.00000
0.11400,	0.15086,	0.21334, 	0.19428, 	0.00000
0.11450,	0.14540,	0.20563, 	0.18761, 	0.00000
0.11500,	0.14633,	0.20694, 	0.18844, 	0.00000
0.11550,	0.14864,	0.21021, 	0.19091, 	0.00000
0.11600,	0.14787,	0.20912, 	0.18989, 	0.00000
0.11650,	0.14680,	0.20761, 	0.18835, 	0.00000
0.11700,	0.15032,	0.21259, 	0.19222, 	0.00000
0.11750,	0.15041,	0.21271, 	0.19218, 	0.00000
0.11800,	0.15246,	0.21562, 	0.19438, 	0.00000
0.11850,	0.15105,	0.21362, 	0.19252, 	0.00000
0.11900,	0.15150,	0.21425, 	0.19294, 	0.00000
0.11950,	0.15361,	0.21723, 	0.19503, 	0.00000
0.12000,	0.15194,	0.21487, 	0.19298, 	0.00000
0.12050,	0.14838,	0.20984, 	0.18868, 	0.00000
0.12100,	0.15278,	0.21606, 	0.19355, 	0.00000
0.12150,	0.15237,	0.21548, 	0.19272, 	0.00000
0.12200,	0.15186,	0.21476, 	0.19214, 	0.00000
0.12250,	0.15339,	0.21693, 	0.19364, 	0.00000
0.12300,	0.15546,	0.21986, 	0.19586, 	0.00000
0.12350,	0.15591,	0.22049, 	0.19601, 	0.00000
0.12400,	0.15436,	0.21829, 	0.19408, 	0.00000
0.12450,	0.15683,	0.22179, 	0.19690, 	0.00000
0.12500,	0.15631,	0.22105, 	0.19606, 	0.00000
0.12550,	0.15550,	0.21991, 	0.19501, 	0.00000
0.12600,	0.16037,	0.22679, 	0.20010, 	0.00000
